customer_id,customer_name,location,customer_age,tenure_months,subscription_type,monthly_spend,total_spend,contract_length,login_frequency,avg_session_duration,support_tickets,complaints,payment_failures,discount_usage,product_usage,last_active_days,customer_satisfaction,previous_upgrades,previous_downgrades,churn_probability_ground_truth,churn
C6190,Arjun Chatterjee,Pune,36,5,Basic,1710.0,8388.52,2 Year,13,36.0,6,2,0,1,Medium,12,3.0,0,0,0.5459,1
C6191,Karan Iyer,Pune,35,13,Pro,3540.0,44348.38,1 Month,12,29.6,5,1,0,0,Medium,9,4.7,0,0,0.3047,0
C6192,Amelia Garcia,Sydney,47,21,Pro,4170.0,80481.08,1 Month,16,54.9,3,4,0,1,Medium,10,2.5,0,0,0.3833,0
C6193,Noah Lee,Toronto,28,22,Enterprise,18420.0,371668.62,1 Year,16,35.1,6,1,0,0,Medium,13,3.0,0,0,0.1454,0
C6194,Ananya Iyer,Bengaluru,42,2,Basic,1170.0,2413.29,1 Month,8,39.7,3,0,0,1,Medium,6,3.7,0,0,0.3073,0
C6195,Meera Reddy,Mumbai,21,26,Pro,4560.0,111009.44,1 Month,19,10.5,1,0,0,0,Medium,4,2.9,0,0,0.0983,0
C6196,Dev Gupta,Pune,24,20,Pro,6430.0,120975.42,1 Month,19,22.2,1,0,1,0,Medium,14,5.0,0,0,0.0925,0
C6197,Amelia Garcia,Toronto,39,10,Basic,880.0,8099.72,1 Year,13,32.4,4,1,0,0,Medium,7,4.4,0,0,0.1568,0
C6198,Diya Verma,Chennai,42,16,Basic,990.0,15188.39,1 Month,26,9.2,3,2,0,1,High,9,3.2,1,0,0.2406,0
C6199,Rahul Gupta,Bengaluru,21,27,Basic,1690.0,45355.73,1 Month,16,17.7,1,0,0,0,Medium,2,2.3,1,0,0.1094,0
C6200,Amelia Garcia,San Francisco,28,6,Basic,1020.0,6004.23,1 Month,17,35.8,2,1,0,0,Medium,2,4.6,0,1,0.142,0
C6201,Anushka Reddy,Pune,36,51,Enterprise,19880.0,917704.54,1 Month,15,6.7,4,1,0,0,Medium,43,3.5,0,0,0.2656,0
C6202,Aditya Joshi,Bengaluru,35,3,Pro,5330.0,15516.6,1 Month,17,54.8,3,2,0,0,Medium,1,5.0,0,0,0.0887,0
C6203,David Johnson,Singapore,40,42,Pro,4890.0,197738.35,1 Month,11,30.3,3,2,0,0,Medium,12,2.8,0,0,0.2238,0
C6204,Kabir Kulkarni,Delhi NCR,44,25,Enterprise,19170.0,450183.48,1 Year,7,14.1,3,1,0,0,Medium,5,2.1,2,0,0.0673,0
C6205,David Martin,Sydney,24,20,Basic,1480.0,29522.39,1 Month,13,18.2,3,0,0,1,Medium,1,1.8,0,0,0.333,0
C6206,Kavya Deshmukh,Pune,39,2,Pro,3790.0,7890.56,1 Month,13,16.5,6,5,0,0,Medium,11,4.4,0,0,0.7364,1
C6207,Vikram Sharma,Chennai,29,46,Basic,1050.0,48544.95,1 Month,18,7.0,2,1,0,0,Medium,7,4.1,0,0,0.0401,0
C6208,Aarav Gupta,Mumbai,39,7,Enterprise,20370.0,132175.19,1 Month,11,19.7,3,0,0,0,Medium,12,3.3,2,0,0.2319,0
C6209,Ananya Nair,Chennai,31,25,Basic,580.0,14467.08,1 Month,11,17.9,4,2,0,1,Medium,2,3.6,0,1,0.4247,0
C6210,Sophia Jones,London,45,39,Enterprise,23460.0,844211.62,1 Year,19,31.0,2,1,0,1,Medium,20,5.0,2,0,0.0325,0
C6211,Amelia Anderson,London,41,6,Basic,1290.0,7600.54,1 Month,13,13.2,2,0,0,0,Medium,7,3.7,0,0,0.3045,0
C6212,Emma Davis,Singapore,27,45,Basic,1250.0,58738.37,1 Month,15,14.9,2,0,0,0,Medium,0,4.4,0,0,0.01,0
C6213,Sarah Jones,Toronto,21,18,Pro,3200.0,60233.83,1 Year,15,19.4,2,1,1,0,Medium,5,4.5,0,0,0.0752,0
C6214,Arjun Verma,Hyderabad,46,20,Basic,810.0,16726.13,1 Month,12,12.0,3,1,0,0,Medium,1,4.6,0,0,0.1495,0
C6215,Vikram Sharma,Chennai,29,45,Pro,4180.0,179652.86,1 Year,10,20.7,0,0,0,1,Medium,5,4.4,0,0,0.01,0
C6216,Sarah Anderson,Sydney,30,14,Basic,1440.0,20275.91,1 Month,18,22.0,2,1,0,0,Medium,4,2.6,0,0,0.144,0
C6217,Sophia Moore,New York,42,11,Pro,2840.0,28911.61,1 Year,14,23.9,5,2,1,0,Medium,30,3.9,0,0,0.5395,1
C6218,Dev Rao,Pune,26,19,Basic,1440.0,28441.67,1 Year,10,35.8,4,0,0,0,Medium,10,3.0,0,0,0.2226,0
C6219,Aditya Patel,Chennai,37,15,Basic,1090.0,15831.2,1 Year,18,15.7,4,2,2,1,Medium,4,2.8,0,0,0.4538,0
C6220,Sneha Patel,Hyderabad,36,2,Basic,1130.0,2226.79,1 Year,15,21.5,3,1,1,0,Medium,9,3.8,0,1,0.3624,0
C6221,Michael Jackson,Singapore,35,4,Pro,4700.0,18005.43,1 Year,24,32.9,3,3,0,0,High,19,3.5,0,0,0.193,0
C6222,Meera Verma,Bengaluru,46,1,Basic,1280.0,1231.59,1 Month,11,7.6,2,1,1,0,Medium,0,2.3,2,1,0.6558,1
C6223,Rahul Reddy,Mumbai,40,3,Basic,990.0,2839.86,1 Month,16,20.8,3,0,0,1,Medium,5,3.8,1,2,0.2824,0
C6224,Alex Rodriguez,London,44,24,Basic,1390.0,32406.15,1 Year,8,30.5,4,0,2,0,Medium,25,4.1,0,2,0.4367,0
C6225,Harper Rodriguez,San Francisco,33,1,Basic,500.0,514.46,1 Year,13,17.6,5,0,0,0,Medium,24,4.3,2,0,0.2548,0
C6226,Dev Singh,Bengaluru,29,7,Pro,4140.0,29755.21,1 Year,16,14.0,6,1,0,1,Medium,1,4.3,0,0,0.292,0
C6227,Vikram Rao,Hyderabad,45,11,Enterprise,19040.0,199092.72,1 Year,17,33.1,1,0,0,0,Medium,11,4.4,0,0,0.01,0
C6228,Rahul Verma,Delhi NCR,30,50,Basic,1100.0,50440.63,1 Month,8,43.2,4,0,0,0,Medium,16,3.2,0,0,0.0983,0
C6229,Isha Chopra,Hyderabad,37,8,Pro,3040.0,23528.42,1 Year,11,21.3,4,4,0,0,Medium,0,3.7,0,0,0.3128,0
C6230,Ananya Mehta,Bengaluru,39,28,Pro,5110.0,128888.2,1 Year,11,12.9,3,0,0,0,Medium,41,4.0,0,1,0.2432,0
C6231,David Williams,Toronto,29,10,Basic,830.0,8401.35,1 Year,13,18.4,3,2,0,1,Medium,36,4.1,1,0,0.4323,0
C6232,Dev Deshmukh,Delhi NCR,29,2,Pro,4450.0,8013.55,2 Year,12,24.5,2,1,1,0,Medium,4,4.3,1,0,0.1451,0
C6233,Karan Kumar,Delhi NCR,33,2,Basic,1250.0,2327.38,1 Month,14,21.1,8,4,2,1,Medium,27,4.1,0,0,0.8857,1
C6234,Ananya Bhasin,Hyderabad,42,11,Pro,4520.0,45869.27,1 Year,16,18.8,3,1,0,0,Medium,17,3.2,0,0,0.2306,0
C6235,Vikram Kumar,Pune,39,2,Basic,1550.0,3196.12,1 Year,14,21.0,5,1,0,1,Medium,4,4.6,0,2,0.4922,1
C6236,Sophia Perez,New York,23,16,Pro,4460.0,74922.78,1 Month,18,19.8,0,0,0,0,Medium,9,4.1,1,0,0.01,0
C6237,Diya Mehta,Bengaluru,53,13,Pro,4840.0,58008.18,1 Year,16,9.7,5,2,0,0,Medium,28,5.0,1,1,0.3199,0
C6238,Aditya Singh,Hyderabad,39,22,Basic,1180.0,25578.32,1 Year,15,46.4,2,0,0,0,Medium,5,4.1,0,0,0.1638,0
C6239,Priya Patel,Delhi NCR,32,4,Basic,1380.0,5651.97,1 Month,13,5.5,8,7,0,0,Medium,4,5.0,0,1,0.99,1
C6240,Daniel Miller,New York,34,17,Enterprise,23380.0,378722.91,1 Month,13,29.5,3,2,0,0,Medium,10,4.0,0,0,0.248,0
C6241,Liam Lee,Sydney,33,4,Basic,1240.0,4653.64,1 Month,15,26.2,5,2,0,0,Medium,15,5.0,0,0,0.4458,0
C6242,Aditya Rao,Chennai,32,24,Pro,5130.0,116187.52,1 Month,14,10.7,7,0,0,0,Medium,27,2.1,0,0,0.5713,1
C6243,Rahul Verma,Pune,46,7,Enterprise,23590.0,156615.6,2 Year,16,20.9,2,0,0,1,Medium,6,4.4,1,0,0.0332,0
C6244,Evelyn Thompson,San Francisco,57,18,Pro,5590.0,94428.01,1 Month,16,17.4,4,1,0,0,Medium,9,2.1,0,0,0.4163,0
C6245,Charlotte Jones,Sydney,31,39,Pro,4190.0,148706.77,1 Year,18,31.0,3,2,1,1,Medium,21,4.9,0,0,0.1209,0
C6246,Diya Patel,Chennai,31,13,Pro,5330.0,71914.4,1 Month,12,22.8,2,0,0,0,Medium,0,2.7,1,0,0.1374,0
C6247,Dev Nair,Bengaluru,35,4,Enterprise,19370.0,80192.06,1 Month,15,14.2,3,0,1,1,Medium,14,4.4,1,0,0.2038,0
C6248,Arjun Joshi,Bengaluru,23,40,Pro,5390.0,221604.31,1 Year,15,8.2,2,2,0,1,Medium,8,3.8,0,0,0.0167,0
C6249,Ava Moore,London,40,8,Pro,4950.0,40195.73,1 Year,15,37.5,1,0,0,1,Medium,14,3.9,0,0,0.0385,0
C6250,Sarah Anderson,Toronto,37,24,Basic,1280.0,31095.85,1 Year,11,33.9,1,0,1,1,Medium,11,2.7,1,0,0.0916,0
C6251,Neha Nair,Bengaluru,37,7,Enterprise,20020.0,140966.11,1 Month,11,12.6,2,3,0,1,Medium,6,4.6,2,0,0.2885,0
C6252,Sarah Davis,San Francisco,21,7,Pro,4700.0,33815.77,1 Year,13,24.3,4,3,0,0,Medium,32,4.7,0,0,0.4618,1
C6253,Isha Agarwal,Hyderabad,21,19,Basic,1290.0,22259.61,1 Month,18,12.9,0,0,0,1,Medium,0,4.7,0,1,0.0654,0
C6254,Isha Nair,Delhi NCR,32,4,Enterprise,17940.0,72869.54,2 Year,13,5.3,0,0,0,1,Medium,4,3.5,0,0,0.0362,0
C6255,Noah Perez,Sydney,41,37,Pro,4300.0,163912.92,1 Year,16,17.1,4,3,2,1,Medium,2,3.1,0,0,0.3155,0
C6256,Arjun Bhasin,Hyderabad,21,9,Basic,1730.0,15528.22,1 Year,17,25.8,7,5,0,0,Medium,18,5.0,1,0,0.551,1
C6257,Kabir Iyer,Bengaluru,44,1,Pro,4880.0,5013.24,1 Month,20,7.8,2,0,0,1,High,13,5.0,0,0,0.0744,0
C6258,Neha Chopra,Delhi NCR,33,7,Basic,1030.0,6810.76,1 Year,15,18.8,2,1,0,1,Medium,7,3.7,1,0,0.1996,0
C6259,Kabir Mehta,Hyderabad,28,28,Enterprise,17530.0,468372.02,1 Month,16,8.6,4,3,3,0,Medium,7,4.1,1,0,0.5155,1
C6260,Evelyn Martin,New York,36,36,Basic,1520.0,54256.14,1 Year,13,27.2,4,1,0,0,Medium,6,5.0,0,0,0.0546,0
C6261,Michael Thomas,London,24,16,Pro,3910.0,57632.87,1 Year,8,64.3,1,1,0,0,Medium,4,3.5,1,0,0.1027,0
C6262,David Williams,London,21,7,Pro,3310.0,21517.6,1 Month,13,11.4,0,0,0,0,Medium,9,4.6,1,1,0.0637,0
C6263,Isha Sharma,Pune,46,14,Basic,780.0,11456.09,1 Month,9,62.3,3,1,0,0,Medium,19,4.6,1,0,0.2365,0
C6264,Alex Perez,Singapore,35,33,Enterprise,12450.0,418292.74,1 Month,13,32.6,1,0,0,0,Medium,2,4.4,0,0,0.01,0
C6265,Evelyn Martinez,Toronto,29,7,Pro,3460.0,22207.97,1 Year,15,13.0,3,2,0,0,Medium,2,4.2,0,0,0.2568,0
C6266,Arjun Singh,Hyderabad,30,9,Basic,850.0,7018.9,1 Month,12,48.4,2,1,0,1,Medium,18,4.2,0,0,0.3086,0
C6267,Arjun Deshmukh,Pune,29,14,Pro,5610.0,75310.24,2 Year,18,16.4,2,1,1,1,Medium,13,4.6,0,1,0.1551,0
C6268,Diya Bhasin,Bengaluru,32,40,Enterprise,18340.0,770038.25,1 Month,8,23.8,2,2,0,0,Medium,12,4.5,0,0,0.19,0
C6269,Neha Sharma,Hyderabad,34,16,Basic,1090.0,18246.78,2 Year,15,23.5,0,0,0,0,Medium,6,4.9,0,0,0.04,0
C6270,Daniel Jones,London,42,5,Basic,770.0,3737.97,1 Month,14,11.0,5,1,0,1,Medium,24,4.5,0,1,0.6646,1
C6271,Karan Rao,Delhi NCR,29,2,Basic,1160.0,2241.79,1 Month,14,22.4,1,0,2,0,Medium,6,4.3,0,0,0.3163,0
C6272,Priya Kumar,Mumbai,26,2,Basic,680.0,1344.2,1 Month,11,13.7,1,1,0,0,Medium,6,4.0,1,0,0.4027,0
C6273,Daniel Lee,Toronto,31,55,Pro,4200.0,230834.78,2 Year,14,17.4,7,1,2,0,Medium,5,4.9,0,0,0.0427,0
C6274,Sneha Chopra,Mumbai,58,32,Pro,6150.0,184937.4,1 Month,17,30.4,2,2,2,0,Medium,0,3.8,0,0,0.0861,0
C6275,Arjun Kumar,Bengaluru,37,27,Basic,1400.0,34988.39,1 Year,12,8.5,3,1,0,0,Medium,10,5.0,2,0,0.1104,0
C6276,Sarah Moore,Toronto,39,13,Basic,1140.0,15153.67,1 Month,11,30.6,1,1,1,1,Medium,8,2.8,0,0,0.3528,0
C6277,Siddharth Joshi,Mumbai,33,21,Basic,1410.0,28221.73,1 Month,9,7.7,4,2,0,1,Medium,6,3.3,2,0,0.3939,0
C6278,Alex Smith,Toronto,51,3,Enterprise,16670.0,45302.65,1 Year,7,11.8,4,1,0,0,Medium,6,4.9,1,0,0.1229,0
C6279,Priya Kulkarni,Pune,43,18,Basic,960.0,17775.11,1 Month,16,12.7,3,1,1,0,Medium,12,3.1,1,0,0.3937,0
C6280,Olivia Jones,San Francisco,26,30,Enterprise,24460.0,741270.79,1 Year,12,32.9,2,0,0,0,Medium,36,3.4,0,1,0.1029,0
C6281,Anushka Bhasin,Mumbai,37,2,Pro,3590.0,7238.76,1 Month,18,6.4,2,0,0,0,Medium,12,4.9,2,0,0.0871,0
C6282,Harper Rodriguez,Singapore,32,7,Basic,1090.0,7612.79,1 Year,14,19.1,2,1,1,1,Medium,65,3.6,0,0,0.7525,1
C6283,Isha Nair,Chennai,39,3,Enterprise,19570.0,56484.82,1 Year,10,19.1,5,0,0,0,Medium,34,4.4,0,0,0.3744,0
C6284,Charlotte Martin,New York,44,6,Pro,3750.0,23247.31,1 Year,5,20.3,4,1,1,0,Medium,3,3.0,0,0,0.5256,1
C6285,Tanvi Verma,Mumbai,24,27,Pro,5020.0,129413.94,1 Year,16,20.0,2,2,1,1,Medium,28,3.3,0,1,0.3724,0
C6286,Sneha Sharma,Chennai,39,8,Enterprise,17430.0,131098.1,1 Month,14,19.0,3,1,2,0,Medium,2,4.1,0,0,0.3185,0
C6287,Arjun Gupta,Bengaluru,28,22,Basic,1400.0,30213.22,1 Month,5,14.1,1,0,1,0,Medium,0,4.6,0,0,0.2323,0
C6288,Ethan Moore,London,48,27,Basic,1380.0,36124.76,1 Month,14,8.6,3,0,0,0,Medium,0,2.7,1,0,0.1385,0
C6289,Dev Iyer,Hyderabad,44,31,Pro,4310.0,120924.22,1 Year,11,72.2,1,0,0,0,Medium,3,3.3,0,0,0.01,0
C6290,Siddharth Sharma,Mumbai,21,38,Basic,1710.0,61278.67,1 Month,13,20.7,0,0,1,1,Medium,4,3.5,1,0,0.0589,0
C6291,Ananya Verma,Chennai,25,17,Basic,1000.0,16272.44,1 Month,11,6.6,4,2,1,0,Medium,4,3.1,0,1,0.7738,1
C6292,David Moore,Toronto,23,6,Basic,1600.0,9780.26,1 Month,11,17.7,1,1,0,1,Medium,2,3.2,0,0,0.3699,0
C6293,Isha Iyer,Chennai,35,3,Basic,1550.0,4462.24,1 Month,16,22.5,2,2,0,0,Medium,4,3.4,0,0,0.3904,0
C6294,Ananya Verma,Mumbai,38,13,Pro,5920.0,80111.54,1 Month,15,15.9,3,1,3,0,Medium,35,4.5,0,0,0.7016,1
C6295,Amelia Garcia,Sydney,43,2,Basic,1250.0,2527.75,1 Month,16,9.1,0,0,0,0,Medium,3,4.2,0,0,0.151,0
C6296,Diya Singh,Delhi NCR,33,44,Pro,3870.0,174174.06,1 Month,5,6.0,3,0,0,0,Medium,7,3.2,2,0,0.1484,0
C6297,Vikram Rao,Hyderabad,33,11,Pro,6160.0,70035.68,1 Month,14,10.4,7,7,0,0,Medium,15,4.7,0,0,0.8683,1
C6298,Diya Joshi,Pune,38,38,Basic,1100.0,38847.43,1 Month,12,12.7,2,0,0,0,Medium,11,3.7,0,0,0.1976,0
C6299,Emma Miller,New York,64,23,Basic,960.0,22529.69,1 Month,21,30.6,3,0,1,0,High,6,3.6,1,0,0.1978,0
C6300,Rohan Kulkarni,Bengaluru,22,36,Pro,4350.0,145478.13,2 Year,17,54.4,3,4,0,0,Medium,28,3.7,0,0,0.0957,0
C6301,James Brown,London,21,39,Basic,910.0,34866.05,1 Year,20,29.9,5,1,0,1,High,0,4.0,0,0,0.0671,0
C6302,Isha Deshmukh,Chennai,31,1,Pro,4920.0,4653.87,1 Month,15,34.7,2,0,0,1,Medium,2,4.4,0,0,0.0761,0
C6303,Dev Singh,Chennai,29,24,Enterprise,16380.0,383154.92,1 Month,14,32.0,2,1,0,0,Medium,25,5.0,0,1,0.1355,0
C6304,Sneha Kulkarni,Bengaluru,29,5,Basic,1110.0,5170.59,1 Year,14,13.1,2,0,2,0,Medium,2,4.4,0,1,0.232,0
C6305,Isha Deshmukh,Chennai,35,60,Pro,5270.0,330180.14,1 Month,14,18.9,5,2,0,1,Medium,2,4.2,0,0,0.1107,0
C6306,Sophia Jones,London,25,28,Pro,5000.0,139985.77,2 Year,16,15.2,3,2,0,1,Medium,10,5.0,2,0,0.0664,0
C6307,Siddharth Joshi,Chennai,30,1,Basic,1200.0,1125.13,1 Month,15,26.9,2,0,0,0,Medium,2,2.3,0,0,0.4178,0
C6308,Rahul Singh,Mumbai,33,48,Enterprise,19100.0,857656.95,1 Month,8,29.8,3,0,0,1,Medium,3,3.5,1,0,0.0285,0
C6309,Tanvi Joshi,Delhi NCR,33,7,Enterprise,18540.0,119874.5,1 Month,23,18.4,3,2,0,0,High,22,3.6,1,0,0.3351,0
C6310,Neha Chopra,Hyderabad,34,10,Basic,1070.0,10877.3,1 Month,10,38.8,2,1,0,0,Medium,16,3.8,1,0,0.3913,0
C6311,Isha Verma,Hyderabad,34,18,Pro,4500.0,78727.42,1 Year,11,47.6,3,2,0,0,Medium,5,3.6,2,0,0.0666,0
C6312,Ananya Chatterjee,Hyderabad,28,45,Enterprise,20220.0,940975.75,1 Month,13,18.1,3,2,1,0,Medium,11,3.8,1,0,0.1089,0
C6313,Sneha Mehta,Pune,33,48,Enterprise,18060.0,780340.9,1 Year,8,6.6,8,3,1,1,Medium,17,3.1,1,0,0.4405,0
C6314,Priya Agarwal,Bengaluru,35,15,Pro,4840.0,70748.9,1 Year,13,18.5,2,2,0,0,Medium,11,4.6,0,0,0.01,0
C6315,James Taylor,San Francisco,44,7,Pro,3830.0,26087.83,1 Year,17,16.2,3,0,3,0,Medium,5,3.3,0,0,0.3583,0
C6316,Tanvi Rao,Bengaluru,22,6,Basic,1020.0,6410.05,1 Month,9,33.2,5,0,3,0,Medium,0,4.0,0,1,0.6584,1
C6317,Isha Chatterjee,Bengaluru,36,9,Enterprise,15930.0,144625.4,1 Month,16,41.3,3,2,1,0,Medium,18,4.0,0,0,0.2607,0
C6318,Harper Lee,Sydney,37,4,Basic,1030.0,4041.2,1 Year,13,27.9,0,0,2,1,Medium,16,4.3,0,0,0.1796,0
C6319,Michael Jackson,Sydney,37,20,Pro,5530.0,109182.28,1 Month,8,43.8,4,2,0,0,Medium,11,3.6,0,0,0.3532,0
C6320,Charlotte Rodriguez,Toronto,38,14,Basic,1420.0,19976.79,1 Year,15,15.8,1,0,0,0,Medium,26,3.8,0,0,0.2337,0
C6321,Noah Jackson,London,24,27,Basic,880.0,24658.67,1 Month,10,18.7,1,1,0,0,Medium,16,3.5,0,0,0.3692,0
C6322,Kabir Gupta,Bengaluru,37,2,Basic,1330.0,2419.45,1 Month,16,32.7,2,0,0,0,Medium,1,3.4,0,0,0.1919,0
C6323,Vikram Gupta,Bengaluru,36,10,Enterprise,17130.0,155819.9,1 Month,8,16.2,3,1,0,0,Medium,19,2.6,0,2,0.6351,1
C6324,Lucas Smith,Sydney,40,5,Basic,1000.0,4654.14,1 Month,14,20.6,0,0,0,0,Medium,20,5.0,0,0,0.1088,0
C6325,Meera Kumar,Delhi NCR,34,14,Pro,3310.0,44776.89,1 Year,18,15.4,2,0,0,1,Medium,4,3.9,0,0,0.01,0
C6326,Mia Lee,Sydney,31,12,Basic,1490.0,17028.95,1 Month,9,11.5,1,0,0,0,Medium,4,5.0,1,0,0.1501,0
C6327,Benjamin Jones,Sydney,45,11,Basic,790.0,7888.83,2 Year,16,28.0,3,0,0,0,Medium,6,2.9,0,0,0.135,0
C6328,Olivia Garcia,Sydney,25,7,Basic,1180.0,8175.42,1 Month,16,19.8,3,2,0,1,Medium,1,3.6,0,0,0.339,0
C6329,Noah Johnson,New York,23,24,Pro,3740.0,92136.59,1 Year,15,30.2,1,1,0,0,Medium,8,1.7,0,0,0.1225,0
C6330,Meera Iyer,Bengaluru,24,12,Basic,1430.0,15588.0,1 Month,12,19.2,6,3,0,0,Medium,19,2.5,0,0,0.8346,1
C6331,Ananya Mehta,Bengaluru,39,5,Basic,1100.0,5381.56,1 Month,7,25.8,2,1,1,0,Medium,12,3.4,0,0,0.6879,1
C6332,Amelia Davis,San Francisco,29,15,Basic,1160.0,18221.88,1 Month,14,6.2,3,0,0,0,Medium,3,3.0,0,0,0.4285,0
C6333,Emma Lee,San Francisco,34,17,Basic,1170.0,18051.01,1 Month,15,14.1,0,0,1,0,Medium,15,2.2,0,0,0.3274,0
C6334,Tanvi Nair,Mumbai,48,1,Enterprise,19560.0,18467.79,1 Year,18,11.0,2,0,1,1,Medium,3,4.2,0,0,0.1386,0
C6335,Alex Jackson,Sydney,25,5,Enterprise,18550.0,89624.53,1 Year,18,53.9,0,0,1,1,Medium,16,3.2,0,0,0.01,0
C6336,Anushka Kumar,Mumbai,21,5,Basic,1190.0,5509.77,1 Year,18,17.9,2,1,1,0,Medium,44,5.0,0,0,0.3381,0
C6337,Liam Jones,San Francisco,43,6,Pro,4090.0,24115.02,2 Year,14,24.0,1,0,0,0,Medium,11,3.4,0,0,0.0523,0
C6338,Michael Davis,New York,28,5,Enterprise,12990.0,66755.65,2 Year,3,13.8,3,2,4,1,Low,5,3.1,0,1,0.7275,1
C6339,Ananya Agarwal,Delhi NCR,25,6,Basic,860.0,4927.34,1 Month,15,30.8,4,2,1,0,Medium,36,3.4,0,0,0.8117,1
C6340,Sophia Perez,Sydney,35,6,Pro,5070.0,27418.07,1 Year,18,16.9,3,2,0,1,Medium,6,2.7,0,0,0.2184,0
C6341,Isha Mehta,Mumbai,34,39,Enterprise,17430.0,674368.64,1 Month,14,30.7,4,2,1,1,Medium,6,5.0,0,0,0.0986,0
C6342,Kabir Kulkarni,Mumbai,28,7,Basic,1000.0,7226.38,1 Month,14,18.7,2,1,0,0,Medium,1,3.6,1,0,0.2736,0
C6343,Kabir Patel,Bengaluru,41,8,Basic,780.0,6358.66,1 Year,10,24.6,2,0,0,0,Medium,13,3.7,1,0,0.1759,0
C6344,Michael Anderson,San Francisco,28,6,Enterprise,12480.0,74700.71,1 Month,9,16.8,3,0,0,0,Medium,16,5.0,0,0,0.2898,0
C6345,Kabir Patel,Mumbai,28,60,Pro,3940.0,240259.33,1 Year,13,18.7,4,2,0,1,Medium,4,3.2,0,1,0.01,0
C6346,Arjun Iyer,Hyderabad,21,14,Basic,1470.0,19517.54,1 Month,17,25.4,2,2,0,1,Medium,6,2.9,0,0,0.3647,0
C6347,Karan Patel,Pune,21,17,Basic,1030.0,17034.91,1 Month,20,54.0,1,1,1,0,High,2,4.0,0,0,0.0565,0
C6348,Benjamin Miller,Toronto,38,24,Basic,1320.0,30340.11,1 Month,15,5.5,4,1,0,0,Medium,4,2.5,0,0,0.4161,0
C6349,Anushka Kulkarni,Delhi NCR,24,8,Pro,4020.0,29136.82,1 Month,7,4.6,3,0,0,0,Medium,2,3.4,0,0,0.3812,0
C6350,Sarah Jackson,San Francisco,34,60,Pro,5010.0,281605.15,1 Month,28,15.7,2,1,0,0,High,3,3.0,2,1,0.0155,0
C6351,Alex Rodriguez,London,53,3,Enterprise,17270.0,50490.27,1 Year,15,12.2,3,2,0,0,Medium,15,1.5,1,0,0.4045,0
C6352,Sneha Sharma,Mumbai,40,12,Basic,830.0,9928.4,1 Month,6,2.2,1,0,0,0,Medium,9,3.8,0,0,0.3423,0
C6353,Tanvi Rao,Bengaluru,36,3,Pro,4280.0,11593.12,1 Year,8,19.6,5,3,0,0,Medium,20,2.1,0,0,0.7498,1
C6354,Michael Jones,Singapore,39,29,Pro,5970.0,179886.05,1 Month,16,31.7,1,1,1,0,Medium,6,4.8,0,0,0.0215,0
C6355,Vikram Joshi,Chennai,55,3,Basic,1740.0,5165.73,1 Month,14,20.2,2,1,0,1,Medium,35,4.5,0,0,0.5242,1
C6356,Meera Mehta,Hyderabad,21,15,Basic,1350.0,20759.58,1 Year,23,4.8,5,4,0,0,High,0,3.9,1,0,0.276,0
C6357,Siddharth Mehta,Mumbai,34,2,Enterprise,18020.0,33433.52,1 Month,20,24.3,4,2,1,0,High,0,3.3,0,0,0.3324,0
C6358,Rahul Kulkarni,Bengaluru,49,11,Enterprise,19560.0,213896.49,1 Month,8,15.7,3,3,2,0,Medium,5,3.0,0,0,0.6975,1
C6359,Kavya Kulkarni,Hyderabad,38,6,Pro,4750.0,25996.49,1 Month,11,37.4,4,1,2,0,Medium,1,4.0,0,0,0.3903,0
C6360,Meera Singh,Bengaluru,46,43,Pro,4470.0,186041.0,1 Year,8,42.6,3,2,0,0,Medium,10,3.8,0,1,0.1197,0
C6361,Dev Sharma,Hyderabad,30,1,Basic,1330.0,1336.11,1 Month,12,10.3,2,2,1,0,Medium,14,3.3,2,0,0.6106,1
C6362,Benjamin Martin,Toronto,24,19,Pro,4670.0,88657.64,2 Year,10,24.4,4,2,0,0,Medium,9,4.4,0,0,0.1923,0
C6363,Anushka Chopra,Delhi NCR,53,22,Pro,4250.0,87425.95,1 Year,12,46.3,2,1,0,0,Medium,17,3.0,1,2,0.1609,0
C6364,Vikram Kumar,Bengaluru,36,40,Pro,3540.0,129798.65,1 Month,15,28.1,5,0,2,0,Medium,7,4.0,0,0,0.1014,0
C6365,Rohan Mehta,Delhi NCR,43,38,Enterprise,16890.0,611860.51,1 Month,9,15.2,5,3,0,0,Medium,21,3.8,0,0,0.4496,0
C6366,Aarav Agarwal,Chennai,43,60,Pro,5140.0,305797.87,1 Year,14,12.5,3,1,0,1,Medium,24,4.5,1,0,0.0745,0
C6367,Benjamin Wilson,London,47,6,Basic,1190.0,6521.98,2 Year,16,17.7,4,1,0,1,Medium,0,4.9,1,0,0.0718,0
C6368,Aditya Verma,Bengaluru,38,6,Pro,4740.0,29167.21,1 Year,17,42.6,1,1,3,0,Medium,23,2.9,1,0,0.2888,0
C6369,Rohan Deshmukh,Mumbai,39,10,Basic,1120.0,10926.53,1 Month,11,18.5,2,1,0,1,Medium,16,3.1,0,0,0.4608,1
C6370,Amelia Taylor,Singapore,40,14,Basic,880.0,12673.09,1 Month,21,26.8,3,1,0,1,High,2,3.0,0,0,0.2038,0
C6371,Benjamin Moore,Singapore,30,9,Basic,1130.0,10143.19,1 Month,14,23.2,1,0,1,0,Medium,35,3.9,0,0,0.3817,0
